amount,count,relative
3210.0,3,0.0008
3211.0,7,0.0018
3212.0,78,0.0197
3215.0,1,0.0003
3216.0,19,0.0048
3217.0,70,0.0176
3219.0,5,0.0013
3220.0,33,0.0083
3221.0,65,0.0164
3222.0,6,0.0015
3223.0,100,0.0252
3224.0,70,0.0176
3225.0,50,0.0126
3227.0,3,0.0008
3229.0,4,0.001
3230.0,80,0.0202
3231.0,95,0.0239
3232.0,65,0.0164
3233.0,18,0.0045
3236.0,5,0.0013
3237.0,1,0.0003
3238.0,2,0.0005
3239.0,46,0.0116
3240.0,372,0.0938
3242.0,49,0.0124
3243.0,71,0.0179
3244.0,22,0.0055
3245.0,32,0.0081
3246.0,43,0.0108
3247.0,46,0.0116
3249.0,15,0.0038
3250.0,47,0.0118
3251.0,12,0.003
3252.0,39,0.0098
3253.0,44,0.0111
3254.0,24,0.0061
3255.0,19,0.0048
3257.0,46,0.0116
3258.0,24,0.0061
3259.0,67,0.0169
3260.0,39,0.0098
3261.0,64,0.0161
3263.0,32,0.0081
3264.0,36,0.0091
3266.0,1,0.0003
3267.0,48,0.0121
3268.0,28,0.0071
3270.0,38,0.0096
3271.0,40,0.0101
3273.0,8,0.002
3274.0,6,0.0015
3275.0,4,0.001
3276.0,43,0.0108
3277.0,99,0.025
3278.0,17,0.0043
3279.0,65,0.0164
3280.0,137,0.0345
3282.0,21,0.0053
3283.0,1,0.0003
3284.0,1,0.0003
3285.0,57,0.0144
3288.0,38,0.0096
3292.0,82,0.0207
3294.0,35,0.0088
3297.0,20,0.005
3298.0,18,0.0045
3299.0,42,0.0106
3300.0,839,0.2115
3301.0,3,0.0008
3303.0,6,0.0015
3304.0,18,0.0045
3305.0,31,0.0078
3306.0,140,0.0353
3307.0,6,0.0015
3310.0,8,0.002
3311.0,48,0.0121
3315.0,4,0.001
3316.0,76,0.0192
3317.0,6,0.0015
3318.0,1,0.0003
3319.0,15,0.0038
3320.0,19,0.0048
3322.0,1,0.0003
3324.0,39,0.0098
3327.0,1,0.0003
3330.0,86,0.0217
3331.0,40,0.0101
3332.0,2,0.0005
3334.0,43,0.0108
3336.0,16,0.004
3337.0,1,0.0003
3338.0,11,0.0028
3339.0,21,0.0053
3341.0,40,0.0101
3342.0,41,0.0103
3343.0,12,0.003
3344.0,15,0.0038
3345.0,52,0.0131
3347.0,13,0.0033
3348.0,41,0.0103
3349.0,7,0.0018
3350.0,44,0.0111
3351.0,40,0.0101
3352.0,40,0.0101
3353.0,51,0.0129
3354.0,2,0.0005
3357.0,38,0.0096
3359.0,26,0.0066
3360.0,541,0.1364
3361.0,1,0.0003
3362.0,5,0.0013
3364.0,36,0.0091
3365.0,48,0.0121
3369.0,12,0.003
3371.0,23,0.0058
3372.0,2,0.0005
3373.0,17,0.0043
3374.0,36,0.0091
3375.0,48,0.0121
3377.0,28,0.0071
3378.0,28,0.0071
3379.0,1,0.0003
3381.0,40,0.0101
3382.0,31,0.0078
3383.0,36,0.0091
3385.0,8,0.002
3386.0,9,0.0023
3387.0,61,0.0154
3389.0,38,0.0096
3390.0,67,0.0169
3391.0,20,0.005
3393.0,34,0.0086
3395.0,80,0.0202
3396.0,2,0.0005
3397.0,23,0.0058
3399.0,48,0.0121
3400.0,637,0.1606
3401.0,91,0.0229
3402.0,1,0.0003
3403.0,14,0.0035
3404.0,58,0.0146
3405.0,40,0.0101
3407.0,53,0.0134
3410.0,76,0.0192
3411.0,1,0.0003
3414.0,1,0.0003
3415.0,4,0.001
3416.0,79,0.0199
3419.0,30,0.0076
3420.0,56,0.0141
3421.0,25,0.0063
3422.0,70,0.0176
3423.0,2,0.0005
3425.0,32,0.0081
3426.0,1,0.0003
3427.0,23,0.0058
3428.0,28,0.0071
3430.0,36,0.0091
3431.0,1,0.0003
3432.0,28,0.0071
3433.0,50,0.0126
3434.0,10,0.0025
3435.0,20,0.005
3436.0,9,0.0023
3437.0,39,0.0098
3440.0,115,0.029
3441.0,9,0.0023
3442.0,6,0.0015
3443.0,13,0.0033
3445.0,40,0.0101
3447.0,2,0.0005
3448.0,71,0.0179
3449.0,10,0.0025
3450.0,18,0.0045
3451.0,13,0.0033
3452.0,53,0.0134
3453.0,34,0.0086
3454.0,7,0.0018
3455.0,17,0.0043
3456.0,46,0.0116
3458.0,39,0.0098
3459.0,53,0.0134
3460.0,48,0.0121
3462.0,6,0.0015
3463.0,89,0.0224
3464.0,7,0.0018
3467.0,41,0.0103
3468.0,49,0.0124
3469.0,45,0.0113
3470.0,1,0.0003
3471.0,10,0.0025
3472.0,28,0.0071
3473.0,25,0.0063
3474.0,46,0.0116
3476.0,21,0.0053
3477.0,14,0.0035
3478.0,39,0.0098
3479.0,2,0.0005
3480.0,343,0.0865
3481.0,1,0.0003
3482.0,18,0.0045
3483.0,33,0.0083
3484.0,42,0.0106
3485.0,30,0.0076
3486.0,4,0.001
3487.0,1,0.0003
3488.0,38,0.0096
3489.0,36,0.0091
3491.0,4,0.001
3492.0,42,0.0106
3493.0,30,0.0076
3494.0,15,0.0038
3495.0,43,0.0108
3497.0,14,0.0035
3498.0,75,0.0189
3500.0,612,0.1543
3503.0,1,0.0003
3505.0,13,0.0033
3506.0,2,0.0005
3507.0,12,0.003
3509.0,23,0.0058
3512.0,1,0.0003
3518.0,36,0.0091
3519.0,1,0.0003
3520.0,168,0.0424
3524.0,10,0.0025
3526.0,18,0.0045
3527.0,14,0.0035
3528.0,11,0.0028
3532.0,8,0.002
3533.0,17,0.0043
3536.0,39,0.0098
3537.0,7,0.0018
3540.0,1,0.0003
3542.0,78,0.0197
3544.0,20,0.005
3548.0,1,0.0003
3550.0,5,0.0013
3554.0,28,0.0071
3556.0,15,0.0038
3559.0,14,0.0035
3564.0,51,0.0129
3565.0,2,0.0005
3566.0,31,0.0078
3568.0,29,0.0073
3570.0,48,0.0121
3571.0,3,0.0008
3572.0,47,0.0118
3574.0,8,0.002
3575.0,3,0.0008
3580.0,2,0.0005
3581.0,9,0.0023
3583.0,75,0.0189
3586.0,66,0.0166
3587.0,1,0.0003
3592.0,16,0.004
3594.0,24,0.0061
3595.0,37,0.0093
3596.0,47,0.0118
3597.0,14,0.0035
3598.0,36,0.0091
3599.0,1,0.0003
3600.0,1088,0.2743
3601.0,43,0.0108
3602.0,49,0.0124
3606.0,1,0.0003
3612.0,9,0.0023
3616.0,17,0.0043
3619.0,39,0.0098
3622.0,1,0.0003
3623.0,12,0.003
3625.0,33,0.0083
3628.0,38,0.0096
3630.0,1,0.0003
3632.0,1,0.0003
3633.0,2,0.0005
3637.0,39,0.0098
3638.0,1,0.0003
3639.0,33,0.0083
3640.0,1,0.0003
3641.0,9,0.0023
3647.0,38,0.0096
3648.0,1,0.0003
3649.0,53,0.0134
3650.0,19,0.0048
3652.0,1,0.0003
3655.0,48,0.0121
3656.0,20,0.005
3657.0,38,0.0096
3660.0,3,0.0008
3662.0,45,0.0113
3665.0,36,0.0091
3666.0,33,0.0083
3667.0,1,0.0003
3669.0,1,0.0003
3671.0,38,0.0096
3674.0,1,0.0003
3675.0,35,0.0088
3676.0,1,0.0003
3678.0,19,0.0048
3679.0,21,0.0053
3680.0,160,0.0403
3682.0,4,0.001
3683.0,2,0.0005
3684.0,51,0.0129
3686.0,21,0.0053
3688.0,79,0.0199
3689.0,31,0.0078
3690.0,2,0.0005
3696.0,2,0.0005
3698.0,2,0.0005
3700.0,631,0.1591
3701.0,1,0.0003
3702.0,1,0.0003
3703.0,1,0.0003
3704.0,8,0.002
3708.0,8,0.002
3709.0,21,0.0053
3710.0,37,0.0093
3711.0,1,0.0003
3713.0,14,0.0035
3716.0,14,0.0035
3717.0,1,0.0003
3718.0,13,0.0033
3720.0,129,0.0325
3721.0,1,0.0003
3725.0,1,0.0003
3727.0,19,0.0048
3729.0,1,0.0003
3730.0,10,0.0025
3731.0,17,0.0043
3734.0,37,0.0093
3735.0,26,0.0066
3736.0,7,0.0018
3737.0,46,0.0116
3743.0,42,0.0106
3744.0,40,0.0101
3747.0,41,0.0103
3750.0,8,0.002
3753.0,2,0.0005
3754.0,1,0.0003
3756.0,44,0.0111
3757.0,1,0.0003
3758.0,37,0.0093
3760.0,86,0.0217
3764.0,55,0.0139
3765.0,1,0.0003
3766.0,1,0.0003
3770.0,1,0.0003
3773.0,3,0.0008
3775.0,1,0.0003
3778.0,37,0.0093
3780.0,2,0.0005
3782.0,1,0.0003
3783.0,19,0.0048
3786.0,5,0.0013
3788.0,1,0.0003
3789.0,1,0.0003
3790.0,36,0.0091
3791.0,2,0.0005
3793.0,1,0.0003
3795.0,13,0.0033
3798.0,1,0.0003
3800.0,600,0.1513
3801.0,1,0.0003
3803.0,22,0.0055
3804.0,11,0.0028
3805.0,57,0.0144
3807.0,2,0.0005
3810.0,2,0.0005
3811.0,2,0.0005
3816.0,37,0.0093
3820.0,1,0.0003
3823.0,70,0.0176
3824.0,2,0.0005
3826.0,24,0.0061
3827.0,14,0.0035
3829.0,9,0.0023
3830.0,38,0.0096
3834.0,34,0.0086
3835.0,42,0.0106
3836.0,32,0.0081
3837.0,15,0.0038
3838.0,1,0.0003
3839.0,44,0.0111
3840.0,312,0.0787
3841.0,29,0.0073
3843.0,30,0.0076
3844.0,48,0.0121
3849.0,36,0.0091
3850.0,9,0.0023
3851.0,3,0.0008
3852.0,40,0.0101
3854.0,83,0.0209
3855.0,73,0.0184
3856.0,2,0.0005
3859.0,40,0.0101
3860.0,37,0.0093
3861.0,35,0.0088
3862.0,12,0.003
3863.0,29,0.0073
3867.0,10,0.0025
3868.0,13,0.0033
3869.0,81,0.0204
3870.0,1,0.0003
3871.0,104,0.0262
3873.0,40,0.0101
3876.0,31,0.0078
3877.0,18,0.0045
3878.0,39,0.0098
3880.0,4,0.001
3881.0,4,0.001
3882.0,1,0.0003
3885.0,1,0.0003
3886.0,32,0.0081
3888.0,1,0.0003
3890.0,7,0.0018
3891.0,25,0.0063
3892.0,35,0.0088
3893.0,54,0.0136
3895.0,10,0.0025
3896.0,1,0.0003
3898.0,4,0.001
3899.0,9,0.0023
3900.0,795,0.2004
3901.0,9,0.0023
3907.0,5,0.0013
3908.0,1,0.0003
3909.0,2,0.0005
3911.0,15,0.0038
3912.0,38,0.0096
3913.0,43,0.0108
3916.0,13,0.0033
3917.0,1,0.0003
3919.0,6,0.0015
3920.0,92,0.0232
3922.0,1,0.0003
3923.0,34,0.0086
3924.0,33,0.0083
3930.0,14,0.0035
3932.0,1,0.0003
3933.0,1,0.0003
3936.0,1,0.0003
3937.0,77,0.0194
3938.0,19,0.0048
3940.0,40,0.0101
3943.0,1,0.0003
3947.0,40,0.0101
3948.0,34,0.0086
3949.0,1,0.0003
3950.0,25,0.0063
3954.0,24,0.0061
3955.0,1,0.0003
3956.0,1,0.0003
3957.0,2,0.0005
3960.0,123,0.031
3962.0,20,0.005
3963.0,43,0.0108
3964.0,6,0.0015
3965.0,19,0.0048
3970.0,79,0.0199
3971.0,1,0.0003
3972.0,46,0.0116
3973.0,6,0.0015
3974.0,1,0.0003
3975.0,2,0.0005
3976.0,4,0.001
3978.0,43,0.0108
3980.0,2,0.0005
3982.0,1,0.0003
3983.0,77,0.0194
3986.0,2,0.0005
3987.0,41,0.0103
3988.0,1,0.0003
3989.0,15,0.0038
3990.0,5,0.0013
3993.0,6,0.0015
3995.0,1,0.0003
3998.0,40,0.0101
4000.0,624,0.1573
4001.0,12,0.003
4004.0,43,0.0108
4005.0,1,0.0003
4006.0,7,0.0018
4007.0,32,0.0081
4008.0,8,0.002
4009.0,45,0.0113
4010.0,1,0.0003
4013.0,1,0.0003
4015.0,49,0.0124
4016.0,22,0.0055
4017.0,12,0.003
4019.0,37,0.0093
4020.0,1,0.0003
4021.0,1,0.0003
4022.0,14,0.0035
4023.0,1,0.0003
4026.0,41,0.0103
4028.0,43,0.0108
4030.0,36,0.0091
4034.0,35,0.0088
4035.0,1,0.0003
4036.0,63,0.0159
4038.0,2,0.0005
4039.0,31,0.0078
4042.0,46,0.0116
4043.0,33,0.0083
4046.0,1,0.0003
4050.0,20,0.005
4051.0,8,0.002
4053.0,3,0.0008
4054.0,34,0.0086
4055.0,1,0.0003
4058.0,54,0.0136
4059.0,18,0.0045
4060.0,31,0.0078
4062.0,32,0.0081
4063.0,1,0.0003
4065.0,70,0.0176
4067.0,10,0.0025
4068.0,39,0.0098
4069.0,76,0.0192
4073.0,2,0.0005
4075.0,4,0.001
4076.0,1,0.0003
4080.0,137,0.0345
4081.0,6,0.0015
4085.0,1,0.0003
4087.0,18,0.0045
4088.0,12,0.003
4089.0,2,0.0005
4091.0,1,0.0003
4095.0,20,0.005
4097.0,16,0.004
4100.0,511,0.1288
4101.0,5,0.0013
4102.0,5,0.0013
4104.0,13,0.0033
4107.0,16,0.004
4109.0,43,0.0108
4110.0,4,0.001
4111.0,32,0.0081
4115.0,3,0.0008
4117.0,1,0.0003
4119.0,8,0.002
4125.0,39,0.0098
4126.0,23,0.0058
4128.0,54,0.0136
4129.0,37,0.0093
4133.0,5,0.0013
4134.0,3,0.0008
4136.0,67,0.0169
4140.0,11,0.0028
4141.0,35,0.0088
4142.0,35,0.0088
4144.0,25,0.0063
4146.0,22,0.0055
4147.0,1,0.0003
4148.0,5,0.0013
4149.0,12,0.003
4150.0,26,0.0066
4151.0,1,0.0003
4152.0,40,0.0101
4154.0,2,0.0005
4155.0,1,0.0003
4160.0,64,0.0161
4164.0,46,0.0116
4166.0,11,0.0028
4167.0,2,0.0005
4170.0,3,0.0008
4171.0,1,0.0003
4173.0,33,0.0083
4176.0,7,0.0018
4179.0,23,0.0058
4180.0,1,0.0003
4182.0,34,0.0086
4186.0,1,0.0003
4187.0,44,0.0111
4188.0,47,0.0118
4189.0,16,0.004
4192.0,1,0.0003
4194.0,27,0.0068
4196.0,1,0.0003
4197.0,68,0.0171
4200.0,979,0.2468
4203.0,46,0.0116
4204.0,22,0.0055
4206.0,32,0.0081
4207.0,1,0.0003
4208.0,63,0.0159
4209.0,30,0.0076
4210.0,2,0.0005
4212.0,47,0.0118
4214.0,40,0.0101
4216.0,39,0.0098
4218.0,29,0.0073
4220.0,70,0.0176
4221.0,36,0.0091
4223.0,6,0.0015
4225.0,42,0.0106
4229.0,11,0.0028
4230.0,1,0.0003
4231.0,29,0.0073
4234.0,13,0.0033
4235.0,49,0.0124
4236.0,85,0.0214
4238.0,38,0.0096
4239.0,1,0.0003
4245.0,7,0.0018
4249.0,1,0.0003
4250.0,14,0.0035
4253.0,2,0.0005
4254.0,19,0.0048
4256.0,13,0.0033
4257.0,2,0.0005
4259.0,1,0.0003
4260.0,45,0.0113
4261.0,8,0.002
4262.0,24,0.0061
4263.0,35,0.0088
4264.0,15,0.0038
4265.0,1,0.0003
4268.0,8,0.002
4269.0,14,0.0035
4270.0,41,0.0103
4271.0,45,0.0113
4272.0,11,0.0028
4274.0,5,0.0013
4276.0,48,0.0121
4277.0,23,0.0058
4278.0,33,0.0083
4279.0,1,0.0003
4280.0,53,0.0134
4281.0,75,0.0189
4283.0,2,0.0005
4284.0,1,0.0003
4288.0,23,0.0058
4290.0,3,0.0008
4291.0,1,0.0003
4292.0,44,0.0111
4297.0,44,0.0111
4298.0,39,0.0098
4299.0,76,0.0192
4300.0,546,0.1376
4301.0,34,0.0086
4305.0,20,0.005
4311.0,1,0.0003
4315.0,1,0.0003
4316.0,44,0.0111
4320.0,220,0.0555
4324.0,19,0.0048
4325.0,23,0.0058
4326.0,20,0.005
4327.0,47,0.0118
4330.0,1,0.0003
4331.0,1,0.0003
4332.0,1,0.0003
4334.0,12,0.003
4335.0,1,0.0003
4337.0,75,0.0189
4338.0,1,0.0003
4339.0,66,0.0166
4345.0,36,0.0091
4346.0,1,0.0003
4347.0,11,0.0028
4350.0,81,0.0204
4351.0,36,0.0091
4352.0,36,0.0091
4353.0,47,0.0118
4356.0,48,0.0121
4357.0,1,0.0003
4358.0,1,0.0003
4359.0,37,0.0093
4361.0,2,0.0005
4362.0,2,0.0005
4366.0,22,0.0055
4370.0,1,0.0003
4372.0,25,0.0063
4373.0,7,0.0018
4375.0,37,0.0093
4376.0,33,0.0083
4377.0,1,0.0003
4379.0,10,0.0025
4380.0,1,0.0003
4381.0,38,0.0096
4387.0,9,0.0023
4389.0,29,0.0073
4390.0,1,0.0003
4391.0,39,0.0098
4392.0,15,0.0038
4393.0,67,0.0169
4395.0,33,0.0083
4396.0,12,0.003
4397.0,5,0.0013
4398.0,1,0.0003
4399.0,13,0.0033
4400.0,492,0.124
4401.0,2,0.0005
4403.0,9,0.0023
4404.0,1,0.0003
4407.0,42,0.0106
4408.0,75,0.0189
4409.0,1,0.0003
4410.0,6,0.0015
4411.0,1,0.0003
4412.0,38,0.0096
4414.0,12,0.003
4415.0,12,0.003
4417.0,32,0.0081
4418.0,7,0.0018
4419.0,30,0.0076
4420.0,1,0.0003
4421.0,1,0.0003
4423.0,1,0.0003
4428.0,1,0.0003
4430.0,2,0.0005
4431.0,7,0.0018
4433.0,18,0.0045
4435.0,59,0.0149
4438.0,43,0.0108
4439.0,35,0.0088
4440.0,198,0.0499
4441.0,17,0.0043
4442.0,74,0.0187
4447.0,42,0.0106
4448.0,22,0.0055
4450.0,10,0.0025
4451.0,36,0.0091
4454.0,1,0.0003
4455.0,16,0.004
4456.0,27,0.0068
4458.0,18,0.0045
4460.0,2,0.0005
4463.0,29,0.0073
4464.0,21,0.0053
4469.0,3,0.0008
4470.0,56,0.0141
4471.0,36,0.0091
4472.0,6,0.0015
4474.0,1,0.0003
4477.0,19,0.0048
4478.0,1,0.0003
4479.0,16,0.004
4480.0,82,0.0207
4483.0,12,0.003
4485.0,11,0.0028
4487.0,1,0.0003
4491.0,1,0.0003
4492.0,27,0.0068
4495.0,23,0.0058
4497.0,37,0.0093
4498.0,38,0.0096
4499.0,32,0.0081
4500.0,731,0.1843
4503.0,10,0.0025
4504.0,1,0.0003
4507.0,91,0.0229
4509.0,1,0.0003
4511.0,25,0.0063
4512.0,1,0.0003
4514.0,56,0.0141
4516.0,1,0.0003
4518.0,34,0.0086
4519.0,84,0.0212
4520.0,1,0.0003
4521.0,1,0.0003
4522.0,10,0.0025
4524.0,41,0.0103
4527.0,1,0.0003
4529.0,39,0.0098
4530.0,1,0.0003
4534.0,28,0.0071
4535.0,10,0.0025
4536.0,1,0.0003
4537.0,12,0.003
4538.0,26,0.0066
4540.0,17,0.0043
4541.0,20,0.005
4543.0,67,0.0169
4544.0,79,0.0199
4545.0,65,0.0164
4547.0,31,0.0078
4550.0,108,0.0272
4555.0,47,0.0118
4556.0,2,0.0005
4559.0,3,0.0008
4560.0,131,0.033
4561.0,40,0.0101
4562.0,56,0.0141
4563.0,4,0.001
4566.0,5,0.0013
4569.0,4,0.001
4571.0,1,0.0003
4579.0,37,0.0093
4581.0,33,0.0083
4585.0,14,0.0035
4588.0,1,0.0003
4589.0,1,0.0003
4590.0,3,0.0008
4592.0,1,0.0003
4600.0,508,0.1281
4604.0,85,0.0214
4605.0,7,0.0018
4606.0,38,0.0096
4607.0,1,0.0003
4610.0,1,0.0003
4611.0,33,0.0083
4613.0,8,0.002
4615.0,1,0.0003
4616.0,1,0.0003
4618.0,30,0.0076
4619.0,33,0.0083
4620.0,2,0.0005
4621.0,80,0.0202
4622.0,43,0.0108
4623.0,2,0.0005
4625.0,2,0.0005
4627.0,10,0.0025
4628.0,1,0.0003
4629.0,10,0.0025
4630.0,1,0.0003
4631.0,15,0.0038
4633.0,50,0.0126
4635.0,63,0.0159
4636.0,80,0.0202
4637.0,1,0.0003
4639.0,43,0.0108
4640.0,94,0.0237
4641.0,49,0.0124
4643.0,1,0.0003
4647.0,1,0.0003
4649.0,1,0.0003
4650.0,4,0.001
4652.0,45,0.0113
4653.0,12,0.003
4654.0,15,0.0038
4655.0,12,0.003
4656.0,22,0.0055
4657.0,20,0.005
4660.0,36,0.0091
4661.0,1,0.0003
4662.0,20,0.005
4664.0,4,0.001
4665.0,1,0.0003
4668.0,13,0.0033
4669.0,10,0.0025
4670.0,5,0.0013
4673.0,5,0.0013
4674.0,24,0.0061
4675.0,16,0.004
4679.0,4,0.001
4680.0,143,0.036
4681.0,40,0.0101
4682.0,10,0.0025
4683.0,1,0.0003
4688.0,1,0.0003
4689.0,30,0.0076
4692.0,38,0.0096
4694.0,49,0.0124
4695.0,14,0.0035
4696.0,26,0.0066
4697.0,1,0.0003
4700.0,523,0.1318
4703.0,12,0.003
4704.0,34,0.0086
4705.0,1,0.0003
4706.0,1,0.0003
4708.0,4,0.001
4710.0,6,0.0015
4711.0,33,0.0083
4713.0,1,0.0003
4714.0,19,0.0048
4715.0,1,0.0003
4717.0,1,0.0003
4718.0,56,0.0141
4719.0,5,0.0013
4721.0,30,0.0076
4723.0,7,0.0018
4727.0,22,0.0055
4729.0,47,0.0118
4730.0,21,0.0053
4733.0,2,0.0005
4735.0,1,0.0003
4736.0,48,0.0121
4737.0,14,0.0035
4739.0,9,0.0023
4740.0,2,0.0005
4741.0,11,0.0028
4742.0,1,0.0003
4743.0,6,0.0015
4744.0,60,0.0151
4750.0,7,0.0018
4753.0,40,0.0101
4754.0,43,0.0108
4755.0,42,0.0106
4756.0,7,0.0018
4757.0,9,0.0023
4758.0,47,0.0118
4761.0,1,0.0003
4764.0,10,0.0025
4767.0,37,0.0093
4769.0,41,0.0103
4770.0,3,0.0008
4771.0,34,0.0086
4773.0,42,0.0106
4779.0,1,0.0003
4780.0,19,0.0048
4782.0,19,0.0048
4783.0,12,0.003
4785.0,19,0.0048
4787.0,12,0.003
4788.0,14,0.0035
4789.0,31,0.0078
4792.0,9,0.0023
4793.0,1,0.0003
4794.0,45,0.0113
4797.0,1,0.0003
4798.0,15,0.0038
4800.0,958,0.2415
4803.0,16,0.004
4804.0,1,0.0003
4805.0,36,0.0091
4806.0,42,0.0106
4807.0,46,0.0116
4812.0,3,0.0008
4815.0,8,0.002
4816.0,8,0.002
4819.0,20,0.005
4821.0,32,0.0081
4822.0,27,0.0068
4823.0,1,0.0003
4824.0,2,0.0005
4825.0,1,0.0003
4827.0,22,0.0055
4828.0,11,0.0028
4829.0,1,0.0003
4830.0,1,0.0003
4831.0,1,0.0003
4832.0,2,0.0005
4833.0,1,0.0003
4835.0,1,0.0003
4836.0,1,0.0003
4838.0,27,0.0068
4839.0,8,0.002
4840.0,1,0.0003
4843.0,45,0.0113
4847.0,20,0.005
4848.0,39,0.0098
4850.0,9,0.0023
4854.0,12,0.003
4857.0,2,0.0005
4858.0,1,0.0003
4860.0,1,0.0003
4861.0,34,0.0086
4862.0,1,0.0003
4865.0,33,0.0083
4867.0,1,0.0003
4870.0,24,0.0061
4871.0,13,0.0033
4872.0,39,0.0098
4875.0,2,0.0005
4876.0,15,0.0038
4877.0,19,0.0048
4878.0,23,0.0058
4879.0,2,0.0005
4882.0,9,0.0023
4883.0,6,0.0015
4885.0,17,0.0043
4886.0,1,0.0003
4887.0,2,0.0005
4888.0,1,0.0003
4890.0,5,0.0013
4891.0,6,0.0015
4892.0,4,0.001
4893.0,16,0.004
4896.0,86,0.0217
4898.0,36,0.0091
4900.0,475,0.1197
4903.0,40,0.0101
4905.0,1,0.0003
4906.0,23,0.0058
4909.0,9,0.0023
4910.0,23,0.0058
4912.0,3,0.0008
4914.0,8,0.002
4915.0,2,0.0005
4916.0,43,0.0108
4918.0,52,0.0131
4919.0,36,0.0091
4920.0,175,0.0441
4921.0,1,0.0003
4922.0,33,0.0083
4923.0,2,0.0005
4924.0,1,0.0003
4928.0,6,0.0015
4929.0,1,0.0003
4930.0,50,0.0126
4931.0,1,0.0003
4934.0,1,0.0003
4938.0,2,0.0005
4939.0,38,0.0096
4941.0,3,0.0008
4943.0,27,0.0068
4944.0,39,0.0098
4945.0,1,0.0003
4946.0,20,0.005
4949.0,4,0.001
4950.0,13,0.0033
4951.0,28,0.0071
4953.0,13,0.0033
4954.0,15,0.0038
4955.0,1,0.0003
4956.0,5,0.0013
4958.0,1,0.0003
4960.0,39,0.0098
4961.0,10,0.0025
4962.0,10,0.0025
4965.0,7,0.0018
4966.0,11,0.0028
4967.0,28,0.0071
4969.0,1,0.0003
4974.0,36,0.0091
4975.0,10,0.0025
4977.0,9,0.0023
4978.0,4,0.001
4979.0,46,0.0116
4980.0,23,0.0058
4981.0,1,0.0003
4982.0,15,0.0038
4985.0,39,0.0098
4987.0,9,0.0023
4989.0,36,0.0091
4990.0,1,0.0003
4992.0,34,0.0086
4996.0,1,0.0003
5000.0,372,0.0938
5001.0,1,0.0003
5002.0,3,0.0008
5003.0,20,0.005
5004.0,1,0.0003
5005.0,14,0.0035
5006.0,1,0.0003
5007.0,1,0.0003
5009.0,62,0.0156
5011.0,1,0.0003
5012.0,14,0.0035
5013.0,8,0.002
5015.0,37,0.0093
5016.0,10,0.0025
5017.0,1,0.0003
5018.0,7,0.0018
5019.0,1,0.0003
5020.0,2,0.0005
5022.0,33,0.0083
5023.0,17,0.0043
5024.0,1,0.0003
5026.0,1,0.0003
5027.0,2,0.0005
5028.0,7,0.0018
5029.0,48,0.0121
5030.0,1,0.0003
5032.0,1,0.0003
5033.0,1,0.0003
5035.0,33,0.0083
5036.0,14,0.0035
5037.0,41,0.0103
5038.0,5,0.0013
5039.0,47,0.0118
5040.0,152,0.0383
5041.0,5,0.0013
5042.0,36,0.0091
5044.0,12,0.003
5050.0,2,0.0005
5053.0,1,0.0003
5055.0,2,0.0005
5058.0,46,0.0116
5059.0,1,0.0003
5060.0,1,0.0003
5061.0,1,0.0003
5063.0,1,0.0003
5064.0,1,0.0003
5065.0,1,0.0003
5066.0,2,0.0005
5070.0,39,0.0098
5071.0,35,0.0088
5072.0,43,0.0108
5073.0,8,0.002
5076.0,2,0.0005
5077.0,1,0.0003
5078.0,41,0.0103
5079.0,48,0.0121
5080.0,40,0.0101
5081.0,46,0.0116
5083.0,1,0.0003
5086.0,3,0.0008
5087.0,3,0.0008
5088.0,32,0.0081
5089.0,1,0.0003
5091.0,5,0.0013
5092.0,1,0.0003
5093.0,37,0.0093
5095.0,1,0.0003
5096.0,59,0.0149
5099.0,2,0.0005
5100.0,641,0.1616
5101.0,6,0.0015
5103.0,6,0.0015
5104.0,1,0.0003
5105.0,2,0.0005
5106.0,52,0.0131
5109.0,1,0.0003
5110.0,47,0.0118
5112.0,2,0.0005
5113.0,27,0.0068
5114.0,33,0.0083
5115.0,69,0.0174
5116.0,4,0.001
5117.0,1,0.0003
5118.0,12,0.003
5119.0,36,0.0091
5120.0,66,0.0166
5121.0,6,0.0015
5122.0,20,0.005
5123.0,64,0.0161
5124.0,1,0.0003
5126.0,41,0.0103
5127.0,1,0.0003
5128.0,2,0.0005
5129.0,45,0.0113
5130.0,3,0.0008
5131.0,1,0.0003
5132.0,1,0.0003
5133.0,1,0.0003
5134.0,1,0.0003
5135.0,48,0.0121
5140.0,1,0.0003
5142.0,3,0.0008
5144.0,1,0.0003
5145.0,40,0.0101
5146.0,5,0.0013
5147.0,1,0.0003
5148.0,7,0.0018
5149.0,11,0.0028
5150.0,4,0.001
5152.0,29,0.0073
5153.0,24,0.0061
5155.0,4,0.001
5156.0,22,0.0055
5159.0,1,0.0003
5160.0,149,0.0376
5161.0,1,0.0003
5163.0,39,0.0098
5166.0,2,0.0005
5169.0,30,0.0076
5171.0,2,0.0005
5172.0,2,0.0005
5174.0,37,0.0093
5177.0,73,0.0184
5178.0,20,0.005
5179.0,3,0.0008
5180.0,1,0.0003
5182.0,15,0.0038
5184.0,40,0.0101
5185.0,27,0.0068
5186.0,32,0.0081
5187.0,33,0.0083
5188.0,48,0.0121
5189.0,19,0.0048
5190.0,8,0.002
5191.0,35,0.0088
5192.0,1,0.0003
5196.0,5,0.0013
5198.0,2,0.0005
5199.0,1,0.0003
